"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2021,09/30/2022
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.424,,10/01/2021,09/30/2022
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.803,,10/01/2021,09/30/2022
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.591,,10/01/2021,09/30/2022
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.717,,10/01/2021,09/30/2022
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.159,,10/01/2021,09/30/2022
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.919,,10/01/2021,09/30/2022
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.678,,10/01/2021,09/30/2022
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.468,,10/01/2021,09/30/2022
HI,HAI_3_SIR,SSI - Colon Surgery,1.016,,10/01/2021,09/30/2022
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.808,,10/01/2021,09/30/2022
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.000,,10/01/2021,09/30/2022
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.282,,10/01/2021,09/30/2022
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.735,,10/01/2021,09/30/2022
HI,HAI_5_SIR,MRSA Bacteremia,0.469,,10/01/2021,09/30/2022
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.525,,10/01/2021,09/30/2022
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.692,,10/01/2021,09/30/2022
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.604,,10/01/2021,09/30/2022
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.964,,10/01/2021,09/30/2022
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.295,,10/01/2021,09/30/2022
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.120,,10/01/2021,09/30/2022
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.630,,10/01/2021,09/30/2022
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.857,,10/01/2021,09/30/2022
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.737,,10/01/2021,09/30/2022
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.560,,10/01/2021,09/30/2022
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.947,,10/01/2021,09/30/2022
IA,HAI_3_SIR,SSI - Colon Surgery,0.735,,10/01/2021,09/30/2022
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.395,,10/01/2021,09/30/2022
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.182,,10/01/2021,09/30/2022
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.709,,10/01/2021,09/30/2022
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.797,,10/01/2021,09/30/2022
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.192,,10/01/2021,09/30/2022
IA,HAI_5_SIR,MRSA Bacteremia,0.980,,10/01/2021,09/30/2022
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.478,,10/01/2021,09/30/2022
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.591,,10/01/2021,09/30/2022
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.532,,10/01/2021,09/30/2022
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.589,,10/01/2021,09/30/2022
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.010,,10/01/2021,09/30/2022
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.778,,10/01/2021,09/30/2022
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.666,,10/01/2021,09/30/2022
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.065,,10/01/2021,09/30/2022
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.848,,10/01/2021,09/30/2022
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.007,,10/01/2021,09/30/2022
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.736,,10/01/2021,09/30/2022
ID,HAI_3_SIR,SSI - Colon Surgery,1.334,,10/01/2021,09/30/2022
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.991,,10/01/2021,09/30/2022
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.851,,10/01/2021,09/30/2022
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.740,,10/01/2021,09/30/2022
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.382,,10/01/2021,09/30/2022
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.946,,10/01/2021,09/30/2022
ID,HAI_5_SIR,MRSA Bacteremia,0.617,,10/01/2021,09/30/2022
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.445,,10/01/2021,09/30/2022
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.590,,10/01/2021,09/30/2022
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.514,,10/01/2021,09/30/2022
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.862,,10/01/2021,09/30/2022
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.999,,10/01/2021,09/30/2022
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.929,,10/01/2021,09/30/2022
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.670,,10/01/2021,09/30/2022
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.785,,10/01/2021,09/30/2022
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.726,,10/01/2021,09/30/2022
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.734,,10/01/2021,09/30/2022
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.937,,10/01/2021,09/30/2022
IL,HAI_3_SIR,SSI - Colon Surgery,0.831,,10/01/2021,09/30/2022
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.701,,10/01/2021,09/30/2022
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.118,,10/01/2021,09/30/2022
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.891,,10/01/2021,09/30/2022
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.687,,10/01/2021,09/30/2022
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.865,,10/01/2021,09/30/2022
IL,HAI_5_SIR,MRSA Bacteremia,0.772,,10/01/2021,09/30/2022
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.495,,10/01/2021,09/30/2022
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.542,,10/01/2021,09/30/2022
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.518,,10/01/2021,09/30/2022
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.735,,10/01/2021,09/30/2022
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.899,,10/01/2021,09/30/2022
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.813,,10/01/2021,09/30/2022
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.613,,10/01/2021,09/30/2022
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.758,,10/01/2021,09/30/2022
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.683,,10/01/2021,09/30/2022
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.770,,10/01/2021,09/30/2022
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.040,,10/01/2021,09/30/2022
IN,HAI_3_SIR,SSI - Colon Surgery,0.897,,10/01/2021,09/30/2022
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.750,,10/01/2021,09/30/2022
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.281,,10/01/2021,09/30/2022
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.989,,10/01/2021,09/30/2022
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.808,,10/01/2021,09/30/2022
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.068,,10/01/2021,09/30/2022
IN,HAI_5_SIR,MRSA Bacteremia,0.931,,10/01/2021,09/30/2022
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.434,,10/01/2021,09/30/2022
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.495,,10/01/2021,09/30/2022
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.464,,10/01/2021,09/30/2022
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.789,,10/01/2021,09/30/2022
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.110,,10/01/2021,09/30/2022
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.939,,10/01/2021,09/30/2022
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.612,,10/01/2021,09/30/2022
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.872,,10/01/2021,09/30/2022
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.733,,10/01/2021,09/30/2022
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.759,,10/01/2021,09/30/2022
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.181,,10/01/2021,09/30/2022
KS,HAI_3_SIR,SSI - Colon Surgery,0.953,,10/01/2021,09/30/2022
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.381,,10/01/2021,09/30/2022
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.058,,10/01/2021,09/30/2022
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.656,,10/01/2021,09/30/2022
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.502,,10/01/2021,09/30/2022
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.865,,10/01/2021,09/30/2022
KS,HAI_5_SIR,MRSA Bacteremia,0.665,,10/01/2021,09/30/2022
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.593,,10/01/2021,09/30/2022
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.715,,10/01/2021,09/30/2022
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.652,,10/01/2021,09/30/2022
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.121,,10/01/2021,09/30/2022
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.375,,10/01/2021,09/30/2022
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.244,,10/01/2021,09/30/2022
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.681,,10/01/2021,09/30/2022
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.848,,10/01/2021,09/30/2022
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.761,,10/01/2021,09/30/2022
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.711,,10/01/2021,09/30/2022
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.010,,10/01/2021,09/30/2022
KY,HAI_3_SIR,SSI - Colon Surgery,0.851,,10/01/2021,09/30/2022
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.543,,10/01/2021,09/30/2022
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.101,,10/01/2021,09/30/2022
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.786,,10/01/2021,09/30/2022
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.091,,10/01/2021,09/30/2022
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.394,,10/01/2021,09/30/2022
KY,HAI_5_SIR,MRSA Bacteremia,1.236,,10/01/2021,09/30/2022
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.482,,10/01/2021,09/30/2022
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.555,,10/01/2021,09/30/2022
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.517,,10/01/2021,09/30/2022
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.915,,10/01/2021,09/30/2022
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.144,,10/01/2021,09/30/2022
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.025,,10/01/2021,09/30/2022
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.493,,10/01/2021,09/30/2022
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.646,,10/01/2021,09/30/2022
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.566,,10/01/2021,09/30/2022
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.795,,10/01/2021,09/30/2022
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.104,,10/01/2021,09/30/2022
LA,HAI_3_SIR,SSI - Colon Surgery,0.940,,10/01/2021,09/30/2022
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.827,,10/01/2021,09/30/2022
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.507,,10/01/2021,09/30/2022
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.129,,10/01/2021,09/30/2022
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.126,,10/01/2021,09/30/2022
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.460,,10/01/2021,09/30/2022
LA,HAI_5_SIR,MRSA Bacteremia,1.285,,10/01/2021,09/30/2022
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.390,,10/01/2021,09/30/2022
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.461,,10/01/2021,09/30/2022
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.424,,10/01/2021,09/30/2022
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.699,,10/01/2021,09/30/2022
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.861,,10/01/2021,09/30/2022
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.777,,10/01/2021,09/30/2022
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.857,,10/01/2021,09/30/2022
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.022,,10/01/2021,09/30/2022
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.937,,10/01/2021,09/30/2022
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.895,,10/01/2021,09/30/2022
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.187,,10/01/2021,09/30/2022
MA,HAI_3_SIR,SSI - Colon Surgery,1.033,,10/01/2021,09/30/2022
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.387,,10/01/2021,09/30/2022
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.008,,10/01/2021,09/30/2022
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.643,,10/01/2021,09/30/2022
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.591,,10/01/2021,09/30/2022
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.794,,10/01/2021,09/30/2022
MA,HAI_5_SIR,MRSA Bacteremia,0.687,,10/01/2021,09/30/2022
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.608,,10/01/2021,09/30/2022
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.676,,10/01/2021,09/30/2022
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.641,,10/01/2021,09/30/2022
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.970,,10/01/2021,09/30/2022
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.196,,10/01/2021,09/30/2022
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.079,,10/01/2021,09/30/2022
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.669,,10/01/2021,09/30/2022
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.854,,10/01/2021,09/30/2022
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.757,,10/01/2021,09/30/2022
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.718,,10/01/2021,09/30/2022
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.018,,10/01/2021,09/30/2022
MD,HAI_3_SIR,SSI - Colon Surgery,0.858,,10/01/2021,09/30/2022
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.113,,10/01/2021,09/30/2022
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.940,,10/01/2021,09/30/2022
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.483,,10/01/2021,09/30/2022
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.778,,10/01/2021,09/30/2022
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.040,,10/01/2021,09/30/2022
MD,HAI_5_SIR,MRSA Bacteremia,0.902,,10/01/2021,09/30/2022
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.555,,10/01/2021,09/30/2022
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.628,,10/01/2021,09/30/2022
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.590,,10/01/2021,09/30/2022
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.746,,10/01/2021,09/30/2022
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.206,,10/01/2021,09/30/2022
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.955,,10/01/2021,09/30/2022
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.816,,10/01/2021,09/30/2022
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.270,,10/01/2021,09/30/2022
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.024,,10/01/2021,09/30/2022
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.724,,10/01/2021,09/30/2022
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.347,,10/01/2021,09/30/2022
ME,HAI_3_SIR,SSI - Colon Surgery,0.999,,10/01/2021,09/30/2022
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.133,,10/01/2021,09/30/2022
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.418,,10/01/2021,09/30/2022
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.521,,10/01/2021,09/30/2022
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.643,,10/01/2021,09/30/2022
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.217,,10/01/2021,09/30/2022
ME,HAI_5_SIR,MRSA Bacteremia,0.896,,10/01/2021,09/30/2022
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.550,,10/01/2021,09/30/2022
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.710,,10/01/2021,09/30/2022
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.626,,10/01/2021,09/30/2022
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.953,,10/01/2021,09/30/2022
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.122,,10/01/2021,09/30/2022
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.035,,10/01/2021,09/30/2022
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.614,,10/01/2021,09/30/2022
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.736,,10/01/2021,09/30/2022
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.673,,10/01/2021,09/30/2022
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.099,,10/01/2021,09/30/2022
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.362,,10/01/2021,09/30/2022
MI,HAI_3_SIR,SSI - Colon Surgery,1.225,,10/01/2021,09/30/2022
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.941,,10/01/2021,09/30/2022
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.499,,10/01/2021,09/30/2022
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.195,,10/01/2021,09/30/2022
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.032,,10/01/2021,09/30/2022
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.259,,10/01/2021,09/30/2022
MI,HAI_5_SIR,MRSA Bacteremia,1.141,,10/01/2021,09/30/2022
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.495,,10/01/2021,09/30/2022
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.549,,10/01/2021,09/30/2022
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.521,,10/01/2021,09/30/2022
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.683,,10/01/2021,09/30/2022
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.870,,10/01/2021,09/30/2022
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.772,,10/01/2021,09/30/2022
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.780,,10/01/2021,09/30/2022
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.973,,10/01/2021,09/30/2022
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.872,,10/01/2021,09/30/2022
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.738,,10/01/2021,09/30/2022
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.039,,10/01/2021,09/30/2022
MN,HAI_3_SIR,SSI - Colon Surgery,0.879,,10/01/2021,09/30/2022
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.924,,10/01/2021,09/30/2022
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.852,,10/01/2021,09/30/2022
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.328,,10/01/2021,09/30/2022
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.455,,10/01/2021,09/30/2022
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.708,,10/01/2021,09/30/2022
MN,HAI_5_SIR,MRSA Bacteremia,0.571,,10/01/2021,09/30/2022
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.541,,10/01/2021,09/30/2022
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.618,,10/01/2021,09/30/2022
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.578,,10/01/2021,09/30/2022
